date,game_id,home_team_fl,team,PTS,ORebs,DRebs,AST,TO,STL,BLK,Fouls,fg_pct,three_pt_pct,ft_pct,efg,pace
11/14/2017,4444083,0,Hardin-Simmons,56,6,6,10,22,12,6,20,28.599999999999998,25,68.2,36.6,81.68
11/14/2017,4444083,1,Sam Houston St.,72,16,16,13,22,8,1,20,40.9,23.1,57.099999999999994,45.5,81.24
11/25/2017,4451567,0,Santa Clara,73,7,7,21,13,10,3,13,51.9,45,66.7,60.6,64.6
11/25/2017,4451567,1,Sam Houston St.,59,7,7,13,12,1,3,13,38.9,32.1,80,47.199999999999996,63.4
11/28/2017,4453695,0,Schreiner,55,8,8,8,12,5,3,14,31.7,20.7,84.6,36.7,69.72
11/28/2017,4453695,1,Sam Houston St.,81,15,15,20,10,5,3,16,42.6,46.9,50,53.7,70.04
11/30/2017,4454926,0,St. Thomas Houston-Do Not Use,54,10,10,8,25,7,1,22,41.3,40.9,38.9,51.1,68.92
11/30/2017,4454926,1,Sam Houston St.,77,12,12,16,18,15,0,19,47.3,26.900000000000002,75,53.6,71.56
12/22/2017,4465257,0,Utah Valley,75,8,8,17,10,3,7,13,48.1,35.5,70,58.699999999999996,62.8
12/22/2017,4465257,1,Sam Houston St.,64,15,15,13,7,3,1,22,36.5,22.2,75,41.3,62.040000000000006
01/24/2018,4480308,0,Southeastern La.,65,13,13,14,10,2,5,15,41.4,16.7,77.8,44,62.92
01/24/2018,4480308,1,Sam Houston St.,75,13,13,13,5,3,2,20,45.300000000000004,22.2,86.7,48.4,62.599999999999994
01/27/2018,4482552,0,Sam Houston St.,66,10,10,7,10,10,0,19,39.2,21.099999999999998,73.3,43.1,64.2
01/27/2018,4482552,1, SFA,82,7,7,14,21,4,2,23,66,40,77.8,72.3,68.92
03/03/2018,4513267,0,SFA,65,13,13,13,17,7,7,24,42.1,33.300000000000004,75,49.1,66.28
03/03/2018,4513267,1,Sam Houston St.,53,14,14,9,13,9,3,15,32.1,5.8999999999999995,66.7,33,63.879999999999995
03/09/2018,4520217,0,Southeastern La.,79,11,11,14,9,8,0,23,44.800000000000004,43.5,81,53.400000000000006,65.24
03/09/2018,4520217,1,Sam Houston St.,89,7,7,16,11,1,1,17,53.2,47.8,80,64.9,66.4
03/22/2018,4534354,0,Sam Houston St.,76,14,14,15,14,7,3,13,37.5,31.8,79.4,43.8,70.96000000000001
03/22/2018,4534354,1, UTSA,69,7,7,12,15,7,3,22,44.1,37,53.800000000000004,52.5,72.72
11/21/2017,4449785,0,Samford,67,8,8,10,8,5,0,16,42.4,32,69.19999999999999,49.2,64.72
11/21/2017,4449785,1, Valparaiso,88,20,20,21,13,4,4,15,52.300000000000004,29.599999999999998,75,58.5,65.04
11/24/2017,4450706,0,Southeastern La.,77,12,12,20,14,9,2,12,48.3,40,63.6,58.3,66.84
11/24/2017,4450706,1,Samford,71,11,11,18,16,7,5,14,49.1,47.599999999999994,77.8,58.199999999999996,63.96
12/15/2017,4462242,0,Thomas (GA),51,6,6,13,24,6,0,30,32.800000000000004,23.799999999999997,80,37.1,80.4
12/15/2017,4462242,1,Samford,98,6,6,22,15,11,3,12,58.9,47.099999999999994,64.9,66.10000000000001,81.28
12/18/2017,4463763,0,Asbury,70,8,8,22,21,7,0,22,46,28.9,100,54.800000000000004,76.44
12/18/2017,4463763,1,Samford,99,12,12,25,12,11,1,10,55.400000000000006,35,76.9,60.8,76.44
01/06/2018,4470862,0,Western Caro.,71,13,13,19,13,8,2,22,41,35.3,64.3,50.8,67.16
01/06/2018,4470862,1,Samford,85,8,8,18,14,7,2,15,54.2,52.6,79.3,64.60000000000001,66.75999999999999
01/11/2018,4473289,0,Samford,107,4,4,28,21,5,3,17,61.9,56.2,78.60000000000001,76.2,86.16
01/11/2018,4473289,1, The Citadel,91,12,12,24,18,7,1,17,45.800000000000004,33.300000000000004,57.9,55.60000000000001,86.36
01/18/2018,4476954,0,Wofford,93,11,11,20,11,4,1,17,53.7,46.7,58.3,64.2,72.28
01/18/2018,4476954,1,Samford,89,7,7,19,11,4,4,14,56.10000000000001,41.699999999999996,88.2,64.9,68.48
01/27/2018,4482622,0,UNC Greensboro,98,10,10,25,20,7,4,23,64.2,76.2,87.5,79.2,70.03999999999999
01/27/2018,4482622,1,Samford,82,9,9,11,8,11,3,14,41.4,34.599999999999994,86.2,49.1,69.76
01/29/2018,4483482,0,VMI,79,13,13,15,12,12,4,20,43.4,25,87.5,47.4,78.52
01/29/2018,4483482,1,Samford,93,10,10,18,15,7,3,13,46,38.5,89.3,54,80.32
02/03/2018,4486672,0,Samford,71,5,5,17,11,9,3,13,38.5,25.8,76.5,44.6,78.48
02/03/2018,4486672,1, Western Caro.,88,14,14,21,19,8,3,15,50.8,36.4,82.39999999999999,56.89999999999999,77.48
02/07/2018,4488850,0,Samford,79,6,6,18,9,9,1,20,45.800000000000004,39.300000000000004,93.30000000000001,55.1,68.6
02/07/2018,4488850,1, Wofford,92,9,9,22,12,4,2,16,57.4,48.3,69.6,70.39999999999999,67.12
02/10/2018,4492144,0,The Citadel,103,11,11,22,18,13,4,22,47.9,40.9,77.3,60.6,87.68
02/10/2018,4492144,1,Samford,116,7,7,27,22,13,1,23,67.80000000000001,64,76.9,81.39999999999999,85.44
02/23/2018,4503959,0,Samford,89,15,15,16,13,7,2,16,48.4,34.599999999999994,58.8,55.60000000000001,74.96000000000001
02/23/2018,4503959,1, VMI,82,13,13,9,11,8,5,25,39.1,27.3,88,43.5,78
02/25/2018,4507399,0,Samford,75,4,4,15,14,8,3,16,48,38.1,90.5,56.00000000000001,69.24000000000001
02/25/2018,4507399,1, UNC Greensboro,88,15,15,20,13,5,3,19,50,43.3,84.6,60.199999999999996,67.72
11/12/2017,4443467,0,San Diego,81,2,2,15,14,8,3,26,57.4,52.900000000000006,55.60000000000001,65.7,73.92
11/12/2017,4443467,1, San Jose St.,64,10,10,11,17,3,2,23,38.2,23.1,70.39999999999999,40.9,73.88
11/30/2017,4454928,0,San Diego St.,66,6,6,6,17,9,7,13,46.7,27.3,75,50,68.32
11/30/2017,4454928,1,San Diego,57,8,8,15,11,11,4,20,37.7,23.3,57.099999999999994,43.4,67.08
12/02/2017,4456536,0,San Diego,57,9,9,8,17,7,2,22,36.199999999999996,23.1,39.1,41.4,76.12
12/02/2017,4456536,1, UC Santa Barbara,67,8,8,13,16,7,2,18,40.699999999999996,42.1,60,48.1,73
12/22/2017,4465217,0,LIFE Pacific,51,7,7,7,10,4,1,17,33.300000000000004,17.599999999999998,83.3,36,65.28
12/22/2017,4465217,1,San Diego,94,20,20,24,7,8,10,15,52.900000000000006,30.8,66.7,58.8,64.24
12/28/2017,4465777,0,San Francisco,63,13,13,7,8,6,2,27,36.9,13.3,86.7,38.5,66.6
12/28/2017,4465777,1,San Diego,73,9,9,14,13,3,9,16,45.800000000000004,44.4,75,54.2,64.32
01/25/2018,4481049,0,Santa Clara,58,11,11,8,10,5,3,23,37,23.1,75,39.800000000000004,61.8
01/25/2018,4481049,1,San Diego,66,7,7,9,14,5,7,16,46.300000000000004,35.699999999999996,79.3,52.400000000000006,60.76
02/10/2018,4491585,0,San Diego,64,8,8,13,10,4,3,20,44.6,25,75,49.1,63.28
02/10/2018,4491585,1, Santa Clara,70,5,5,7,10,5,7,14,53.1,25,84.2,55.1,62.36
02/24/2018,4505904,0,San Diego,64,5,5,7,18,6,6,21,50,25,76.5,53.1,68.48
02/24/2018,4505904,1, San Francisco,61,5,5,7,17,9,6,19,51.1,43.8,42.9,58.5,65.16
11/10/2017,4440997,0,San Diego Christian,52,8,8,16,15,7,1,22,32.800000000000004,21.9,75,38.3,72.76
11/10/2017,4440997,1,San Diego St.,91,11,11,14,11,11,5,11,56.10000000000001,21.7,71,60.5,70.64
11/26/2017,4452514,0,Washington St.,93,8,8,21,13,6,1,17,46.800000000000004,46.400000000000006,88,57.3,78
11/26/2017,4452514,1,San Diego St.,86,18,18,16,13,7,3,21,44.6,26.700000000000003,60,50,77.8
12/27/2017,4465558,0,San Diego St.,69,11,11,7,14,6,2,22,41,37.5,66.7,48.4,70.6
12/27/2017,4465558,1, Wyoming,82,7,7,14,11,4,2,14,45.800000000000004,41.4,72.7,55.900000000000006,72.68
12/30/2017,4467081,0,Utah St.,59,4,4,10,19,3,6,19,43.8,37.5,88.9,53.1,66.96000000000001
12/30/2017,4467081,1,San Diego St.,79,12,12,14,10,7,2,12,44.6,34.8,65,50.8,71.8
01/09/2018,4472058,0,San Jose St.,49,13,13,4,18,6,1,12,30.8,9.1,69.6,31.7,67.12
01/09/2018,4472058,1,San Diego St.,85,10,10,25,9,10,7,20,53,29.599999999999998,77.8,59.099999999999994,68.96
01/27/2018,4482725,0,San Diego St.,78,18,18,12,16,3,3,20,44.1,40.9,60,50.7,72.6
01/27/2018,4482725,1, UNLV,88,8,8,18,12,9,4,14,58.599999999999994,28.599999999999998,59.3,62.1,73.88
02/14/2018,4495188,0,Wyoming,77,9,9,17,9,8,4,19,41.4,32.1,71.39999999999999,49.1,70.32
02/14/2018,4495188,1,San Diego St.,87,12,12,22,13,5,2,24,53.2,44.4,76.5,59.699999999999996,70.48
02/17/2018,4497758,0,UNLV,56,5,5,11,19,3,6,15,38.9,25,76.9,42.6,73.72
02/17/2018,4497758,1,San Diego St.,94,11,11,22,9,9,4,12,50.7,42.3,84.6,58.5,74.72
02/24/2018,4505839,0,San Diego St.,71,7,7,17,9,6,4,20,39.300000000000004,35.3,71.39999999999999,50,67.24
02/24/2018,4505839,1, San Jose St.,59,8,8,13,14,1,4,24,38.800000000000004,37.5,71.39999999999999,44.9,64.24000000000001
11/21/2017,4449975,0,Sonoma St.,55,14,14,9,15,4,3,20,32.300000000000004,19.2,66.7,36.199999999999996,71.28
11/21/2017,4449975,1,San Francisco,78,9,9,16,17,8,5,17,50.9,36,68.4,59.099999999999994,71.36
11/28/2017,4453615,0,UC Santa Barbara,79,6,6,9,10,2,2,21,47.4,31.6,79.2,52.6,71.56
11/28/2017,4453615,1,San Francisco,72,13,13,12,8,4,1,21,35.5,18.2,75.9,40.300000000000004,69.76
12/15/2017,4462296,0,UC Davis,61,8,8,10,15,8,1,21,45.5,41.699999999999996,61.5,51.1,62.44
12/15/2017,4462296,1,San Francisco,74,11,11,17,15,9,3,22,51,45.5,57.099999999999994,60.8,64.24000000000001
12/17/2017,4463221,0,San Francisco,59,11,11,12,9,7,3,16,27.1,26.700000000000003,86.4,33.900000000000006,66.68
12/17/2017,4463221,1, Stanford,71,9,9,11,20,2,3,19,52,27.800000000000004,87.5,56.99999999999999,68.03999999999999
01/18/2018,4477123,0,Santa Clara,65,5,5,6,18,7,5,13,50,27.3,69.19999999999999,53.400000000000006,68.44
01/18/2018,4477123,1,San Francisco,62,9,9,10,12,9,3,22,41,23.799999999999997,63.6,45.1,68.84
02/03/2018,4486788,0,San Francisco,70,10,10,13,12,6,1,19,54.900000000000006,43.8,77.8,61.8,56.96
02/03/2018,4486788,1, Santa Clara,59,6,6,15,10,6,5,15,43.8,30,73.3,50,58.6
03/19/2018,4532439,0,Utah Valley,73,10,10,8,9,2,5,12,45.9,44.4,81.8,52.5,64.84
03/19/2018,4532439,1,San Francisco,78,8,8,22,5,5,5,10,43.3,37.5,77.8,53.300000000000004,64.92
11/10/2017,4443482,0,Antelope Valley,45,9,9,8,18,4,0,22,24.6,14.299999999999999,76.9,26.900000000000002,79.72
11/10/2017,4443482,1,San Jose St.,97,13,13,30,15,10,4,16,52.300000000000004,50,74.1,59.199999999999996,78.88
11/16/2017,4475964,0,San Jose St.,69,9,9,6,22,4,3,21,46,25,72.39999999999999,48,75.75999999999999
11/16/2017,4475964,1, Southern Utah,81,6,6,15,8,9,6,24,45.300000000000004,28.999999999999996,82.39999999999999,52.300000000000004,73.48
12/02/2017,4456070,0,San Jose St.,58,9,9,8,20,5,2,14,40,25,70.39999999999999,43.3,67.88
12/02/2017,4456070,1, Southern Ill.,76,9,9,15,18,10,6,26,52.6,22.2,92.30000000000001,56.10000000000001,71.72
12/17/2017,4463296,0,South Dakota,76,9,9,5,17,8,1,16,44.2,50,76,54.800000000000004,71
12/17/2017,4463296,1,San Jose St.,62,11,11,8,22,7,4,20,44.4,25,64.7,47.199999999999996,72.48
12/21/2017,4465599,0,San Jose St.,75,7,7,15,20,4,1,18,50,41.699999999999996,76.5,55.7,71.96000000000001
12/21/2017,4465599,1, Santa Clara,63,14,14,13,7,8,1,28,30,28.599999999999998,60,38.6,69.6
12/27/2017,4465547,0,San Jose St.,72,10,10,16,23,0,3,13,50,57.9,84.6,61,68.72
12/27/2017,4465547,1, Utah St.,86,7,7,23,4,13,4,17,47.099999999999994,36.4,80,55.7,71.4
01/03/2018,4468810,0,UNLV,82,13,13,19,21,9,4,17,47.3,38.5,71.39999999999999,51.800000000000004,78.4
01/03/2018,4468810,1,San Jose St.,76,12,12,16,23,11,4,28,49.2,45.5,57.099999999999994,57.599999999999994,76.16
01/27/2018,4482769,0,Wyoming,90,6,6,17,13,7,4,26,44.1,28.1,77.8,50.7,86.88
01/27/2018,4482769,1,San Jose St.,86,8,8,20,21,2,0,24,48.4,26.700000000000003,78.60000000000001,51.6,87.32
01/31/2018,4484515,0,San Jose St.,67,4,4,12,7,6,0,19,47.5,40,60,52.5,66.2
01/31/2018,4484515,1, UNLV,76,14,14,17,12,4,4,14,50,23.799999999999997,72.2,54.300000000000004,63.92
02/17/2018,4498075,0,San Jose St.,75,8,8,7,15,5,0,15,45.9,41.699999999999996,82.39999999999999,50,75.48
02/17/2018,4498075,1, Wyoming,89,5,5,25,12,6,4,18,49.2,38.1,86.7,62.3,74.6
02/28/2018,4509910,0,Utah St.,62,11,11,15,8,3,5,16,36.5,27.900000000000002,80,46,62.2
02/28/2018,4509910,1,San Jose St.,64,12,12,9,10,3,4,13,46.300000000000004,35.699999999999996,60,50.9,58.6
03/07/2018,4518032,0,Wyoming,61,6,6,13,14,2,1,16,45.1,44.4,87.5,52.900000000000006,62.52
03/07/2018,4518032,1,San Jose St.,74,7,7,20,9,9,3,12,50.9,35.699999999999996,60,59.599999999999994,63.4
11/10/2017,4441003,0,La Verne,70,10,10,15,23,2,3,26,43.1,40.9,50,50.9,80.68
11/10/2017,4441003,1,Santa Clara,120,9,9,25,11,6,4,24,62.3,37,82.8,69.6,83.76
11/23/2017,4450632,0,Santa Clara,73,2,2,15,15,3,3,21,55.800000000000004,37.5,82.6,62.8,66.12
11/23/2017,4450632,1, Alas. Anchorage,78,12,12,19,11,7,3,23,49.2,35.699999999999996,65.2,53.400000000000006,68.12
12/14/2017,4462054,0,Santa Clara,59,9,9,12,5,4,0,16,31.2,28.1,71.39999999999999,38.3,66.16
12/14/2017,4462054,1, Southern California,82,16,16,21,10,2,10,16,49.2,37.5,76.2,54.1,64.24
12/18/2017,4463791,0,Valparaiso,76,8,8,21,14,11,3,27,56.2,50,54.2,65.60000000000001,64.56
12/18/2017,4463791,1,Santa Clara,68,6,6,14,13,4,2,23,44.4,38.1,66.7,53.300000000000004,65.2
11/15/2017,4461873,0,Middle Ga. St.,80,11,11,14,22,7,3,25,40.9,34.4,75,49.2,85.8
11/15/2017,4461873,1,Savannah St.,114,23,23,20,10,13,3,16,45.9,29.4,70,54.7,85.2
11/25/2017,4452000,0,Savannah St.,69,12,12,11,16,5,2,19,35.9,24.4,68.4,43.8,76.36
11/25/2017,4452000,1, Texas Tech,103,18,18,31,11,10,5,14,52.7,32,81,58.099999999999994,76.24
11/28/2017,4453552,0,Savannah St.,66,10,10,13,9,13,1,18,27.500000000000004,23.599999999999998,50,35.6,86.92
11/28/2017,4453552,1, Wichita St.,112,14,14,25,19,6,3,17,53.900000000000006,41.9,89.5,62.5,89.36
11/30/2017,4455008,0,Carver,60,7,7,10,26,9,2,21,36.5,16.7,66.7,39.7,88.6
11/30/2017,4455008,1,Savannah St.,98,21,21,19,16,15,5,16,42.199999999999996,25,70.8,48.8,88.56
12/02/2017,4456018,0,William & Mary,108,4,4,28,22,6,11,17,63.3,50,84.2,76.7,86.36
12/02/2017,4456018,1,Savannah St.,85,11,11,18,8,15,1,17,36.6,34.8,42.9,46.300000000000004,88.24
12/13/2017,4461820,0,Savannah St.,66,11,11,14,16,7,5,13,33.800000000000004,30,57.099999999999994,41.9,82.08
12/13/2017,4461820,1, Texas A&M,113,26,26,32,13,12,6,10,50,42.1,58.3,58.9,82.28
12/19/2017,4464239,0,Savannah St.,47,10,10,11,19,8,3,18,28.1,29.7,80,37.7,68.2
12/19/2017,4464239,1, Virginia,78,10,10,18,12,7,7,12,50,36.8,72.2,56.00000000000001,67.92
01/13/2018,4474549,0,UMES,59,8,8,8,11,4,1,10,38.3,21.7,53.300000000000004,42.5,69.6
01/13/2018,4474549,1,Savannah St.,87,19,19,19,7,4,3,14,43,31.2,50,52.5,70.52
02/03/2018,4486525,0,South Carolina St.,99,20,20,16,16,8,2,20,50,31.6,71.39999999999999,53.800000000000004,83.24
02/03/2018,4486525,1,Savannah St.,111,20,20,18,13,8,5,19,48.199999999999996,35.099999999999994,85.7,56.00000000000001,85.24
03/01/2018,4510577,0,Savannah St.,94,11,11,13,16,7,1,25,50.8,31.2,64.3,58.5,82.32
03/01/2018,4510577,1, South Carolina St.,81,6,6,6,17,2,1,21,41.199999999999996,26.900000000000002,82.1,48,79.16
11/12/2017,4442825,0,Puget Sound,70,17,17,12,20,13,3,25,25.6,28.299999999999997,69.19999999999999,35.5,94.72
11/12/2017,4442825,1,Seattle U,121,12,12,27,32,16,8,21,63.5,32,94.3,69.8,98.4
11/15/2017,4445063,0,Seattle U,59,15,15,14,12,6,2,18,30,24.4,70,37.1,71.4
11/15/2017,4445063,1, Washington St.,75,8,8,16,16,9,1,15,45.6,48,64.7,56.10000000000001,72.48
11/24/2017,4450785,0,Seattle U,84,14,14,17,18,4,3,22,48.3,37.5,76.2,58.599999999999994,71.24
11/24/2017,4450785,1, Washington,89,8,8,12,11,11,5,21,48.3,30.8,83.3,55.2,74.2
12/04/2017,4457510,0,Pacific Lutheran,69,8,8,12,15,5,0,17,41.199999999999996,47.099999999999994,82.6,49,68.12
12/04/2017,4457510,1,Seattle U,99,16,16,27,12,5,2,21,57.599999999999994,37.1,55.60000000000001,67.4,69.92
12/13/2017,4461843,0,Saint Martin's,72,9,9,12,14,5,2,22,43.6,51.9,71.39999999999999,56.39999999999999,66.16
12/13/2017,4461843,1,Seattle U,88,8,8,13,12,6,3,14,58.8,35,80.80000000000001,65.7,66.44
12/30/2017,4467030,0,UC Riverside,71,14,14,10,15,6,2,29,39.6,38.5,70.6,44.3,68.96000000000001
12/30/2017,4467030,1,Seattle U,95,12,12,17,12,4,3,28,48.199999999999996,63,77.4,63.4,69.64
01/13/2018,4474401,0,UMKC,75,5,5,9,10,8,3,26,41.5,30,84.6,50,69.44
01/13/2018,4474401,1,Seattle U,77,15,15,14,23,3,1,22,39.6,43.5,85.3,50,70.96000000000001
01/20/2018,4478553,0,Seattle U,79,8,8,15,19,5,6,23,47.5,43.5,68.4,55.900000000000006,78.36
01/20/2018,4478553,1, UTRGV,76,20,20,15,10,9,3,17,35.099999999999994,28.599999999999998,66.7,39,77.56
02/03/2018,4486742,0,Utah Valley,54,14,14,9,11,5,4,17,30.599999999999998,23.1,86.7,33.1,65.6
02/03/2018,4486742,1,Seattle U,55,6,6,10,9,6,10,16,35.8,24,64.7,41.5,63.480000000000004
02/08/2018,4490004,0,Seattle U,67,13,13,9,12,4,4,24,36.8,33.300000000000004,76,42.1,67
02/08/2018,4490004,1, UMKC,74,10,10,9,12,7,2,22,40.400000000000006,35.3,85.7,46.800000000000004,64.4
02/15/2018,4495755,0,UTRGV,68,11,11,8,6,9,1,21,37.5,31.2,60,41.4,70
02/15/2018,4495755,1,Seattle U,85,6,6,17,18,2,5,25,60.8,62.5,59.099999999999994,70.6,72.68
03/03/2018,4513356,0,Seattle U,47,6,6,10,14,6,2,12,33.300000000000004,18.5,61.5,38.2,64.72
03/03/2018,4513356,1, Utah Valley,73,10,10,16,18,6,2,16,50,52.900000000000006,84.2,59.4,64.36
03/08/2018,4519175,0,UTRGV,60,10,10,4,7,10,5,24,29.799999999999997,13.3,80,31.6,67.2
03/08/2018,4519175,1,Seattle U,77,13,13,5,15,3,5,24,43.6,42.1,72.39999999999999,50.9,69.76
11/24/2017,4451084,0,Vanderbilt,59,11,11,7,16,2,2,24,33.900000000000006,20.8,88.9,38.4,68.92
11/24/2017,4451084,1,Seton Hall,72,8,8,10,9,4,5,16,46.6,22.2,58.3,50,69.56
11/30/2017,4469344,0,Texas Tech,79,12,12,15,15,6,4,22,47.599999999999994,33.300000000000004,81.2,52.400000000000006,73.04
11/30/2017,4469344,1,Seton Hall,89,15,15,18,15,7,4,18,50.8,55.00000000000001,69.19999999999999,60.199999999999996,70.44
12/09/2017,4460348,0,VCU,67,15,15,13,14,6,3,16,38.5,27.3,57.9,43.1,72.36
12/09/2017,4460348,1,Seton Hall,90,10,10,20,12,6,3,20,54.7,35.699999999999996,83.3,58.599999999999994,73.92
12/20/2017,4464629,0,Wagner,68,13,13,15,15,9,4,24,36.1,20.7,76.9,40.300000000000004,79.72
12/20/2017,4464629,1,Seton Hall,89,12,12,20,16,5,8,16,50,50,61.5,56.99999999999999,79.44
12/31/2017,4467324,0,St. John's (NY),70,10,10,16,14,10,7,19,45.800000000000004,50,63.6,53.400000000000006,67.84
12/31/2017,4467324,1,Seton Hall,75,16,16,19,17,9,5,14,42.1,44.800000000000004,60.9,53.5,68.12
01/20/2018,4477951,0,Xavier,73,12,12,15,12,12,3,18,43.1,37.5,63.6,50.9,67.68
01/20/2018,4477951,1,Seton Hall,64,13,13,15,18,6,4,22,42.6,20,66.7,45.9,71.28
02/04/2018,4487180,0,Seton Hall,76,10,10,15,10,1,4,20,50,38.9,50,55.60000000000001,68.16
02/04/2018,4487180,1, Villanova,92,13,13,18,7,5,4,12,50.8,41.4,64,60.3,68
02/14/2018,4495153,0,Seton Hall,90,14,14,17,9,6,5,27,43.1,37.9,89.5,50.7,75.36
02/14/2018,4495153,1, Xavier,102,5,5,17,11,6,5,17,53.6,48.3,80,66.10000000000001,77.4
02/24/2018,4504412,0,Seton Hall,81,13,13,17,13,5,0,15,49.2,23.799999999999997,80,53.300000000000004,69.8
02/24/2018,4504412,1, St. John's (NY),74,10,10,14,9,8,3,19,42.6,20.8,84.6,46.300000000000004,72.72
02/28/2018,4509921,0,Villanova,69,9,9,13,11,7,4,17,36.4,22.2,81.2,42.4,75.04
02/28/2018,4509921,1,Seton Hall,68,10,10,15,12,3,1,15,38.5,20,72.2,42.3,74.92
11/15/2017,4444778,0,St. Edward's,66,14,14,11,26,6,1,23,39.7,38.1,60,46.6,78.8
11/15/2017,4444778,1,SFA,89,15,15,11,20,18,5,25,52.5,15.4,73.5,54.2,78.96000000000001
11/16/2017,4445388,0,LeTourneau,68,5,5,13,21,7,1,15,46,45,48.1,55.00000000000001,77.88
11/16/2017,4445388,1,SFA,91,12,12,14,22,14,2,22,58.099999999999994,30,76.5,62.9,79.48
11/18/2017,4447275,0,Howard Payne,64,7,7,13,38,11,1,25,43.2,38.1,75,52.300000000000004,85.56
11/18/2017,4447275,1,SFA,118,18,18,26,20,20,1,22,59.199999999999996,47.4,73.5,65.5,87.96000000000001
12/21/2017,4464906,0,Arlington Baptist,66,7,7,12,23,8,1,8,43.3,26.700000000000003,83.3,46.7,81.28
12/21/2017,4464906,1,SFA,116,14,14,31,12,13,6,19,62.5,42.9,70,68.10000000000001,82.4
12/28/2017,4465735,0,SFA,62,10,10,8,22,6,0,27,43.4,28.599999999999998,66.7,47.199999999999996,72.92
12/28/2017,4465735,1, Southeastern La.,73,8,8,14,22,10,6,18,47.5,42.9,70.3,58.8,70.28
03/10/2018,4522085,0,Southeastern La.,59,13,13,11,11,4,3,14,42.1,46.7,50,48.199999999999996,58.52
03/10/2018,4522085,1,SFA,55,4,4,15,15,4,1,15,45.5,31.6,69.19999999999999,52.300000000000004,60.72
03/15/2018,4527406,0,Texas Tech,60,5,5,9,13,10,3,23,38.3,35.699999999999996,67.9,43.6,67.32
03/15/2018,4527406,1,SFA,70,9,9,14,13,5,6,21,46.300000000000004,25,66.7,50,68.56
11/29/2017,4453977,0,St. Bonaventure,75,13,13,13,8,8,4,18,46.400000000000006,40,56.699999999999996,51.800000000000004,64.2
11/29/2017,4453977,1,Siena,55,11,11,8,13,4,4,22,34,20,75,37.7,63.8
12/11/2017,4461211,0,Siena,57,10,10,6,13,3,3,20,37.3,28.599999999999998,77.8,42.4,65.96000000000001
12/11/2017,4461211,1, Vermont,81,7,7,19,9,8,4,16,51,47.099999999999994,77.8,58.8,64.88
11/15/2017,4444811,0,Valparaiso,94,6,6,20,13,10,2,24,52.7,56.2,73,60.9,78.28
11/15/2017,4444811,1,SIUE,69,13,13,14,21,2,4,29,36.7,16.7,75.9,39.2,80.76
11/18/2017,4446702,0,SIUE,80,6,6,15,12,0,6,28,45.800000000000004,45.5,64,54.2,76
11/18/2017,4446702,1, Stetson,76,10,10,9,4,7,1,21,34.4,16.7,73.8,36.9,73.48
11/22/2017,4450445,0,Western Ill.,69,7,7,10,17,4,5,16,47.8,47.4,66.7,57.599999999999994,66.56
11/22/2017,4450445,1,SIUE,67,11,11,13,9,6,1,21,37.5,35.699999999999996,64.3,45.300000000000004,68.16
11/29/2017,4454131,0,SIUE,59,15,15,9,11,7,1,17,29.299999999999997,16.7,70,32.800000000000004,67.2
11/29/2017,4454131,1, Southern Ill.,86,8,8,20,11,8,6,22,53.400000000000006,53.300000000000004,76.2,60.3,70.24
12/10/2017,4460630,0,South Alabama,75,13,13,9,14,6,4,20,40,33.300000000000004,80,45.800000000000004,72
12/10/2017,4460630,1,SIUE,76,11,11,16,10,3,5,24,40.699999999999996,41.699999999999996,72,49.2,69
01/13/2018,4474693,0,Tennessee St.,79,9,9,18,17,14,1,24,50,34.599999999999994,62.5,57.49999999999999,75.04
01/13/2018,4474693,1,SIUE,82,8,8,19,24,5,2,18,59.599999999999994,47.4,77.3,69.1,72.68
01/18/2018,4477190,0,Southeast Mo. St.,86,10,10,16,11,7,1,17,47.3,45.800000000000004,79.3,57.3,68.76
01/18/2018,4477190,1,SIUE,74,14,14,16,10,4,5,21,39.7,30.3,60.9,47.599999999999994,69.12
01/20/2018,4477786,0,UT Martin,70,6,6,17,15,6,3,12,59.599999999999994,30.8,76.9,63.800000000000004,61.72
01/20/2018,4477786,1,SIUE,69,10,10,18,11,7,1,13,43.1,40.699999999999996,61.5,52.6,64.72
01/25/2018,4481001,0,SIUE,57,8,8,9,22,1,0,24,38.800000000000004,23.799999999999997,66.7,43.9,72.24000000000001
01/25/2018,4481001,1, Tennessee St.,85,7,7,15,15,5,3,21,53.800000000000004,47.4,71.39999999999999,62.5,72.32
02/01/2018,4484986,0,Tennessee Tech,68,11,11,10,12,5,0,21,38.3,31.6,76.2,43.3,70.24
02/01/2018,4484986,1,SIUE,67,8,8,12,9,6,5,16,36.7,21.099999999999998,67.9,40,73.32
02/15/2018,4495657,0,SIUE,70,14,14,17,11,8,2,21,42.4,25,65.2,46.6,66.12
02/15/2018,4495657,1, UT Martin,69,5,5,9,15,7,7,19,51.1,46.7,59.3,58.9,66.88
02/17/2018,4502579,0,SIUE,74,8,8,6,12,8,5,25,43.9,33.300000000000004,73.9,50,71.12
02/17/2018,4502579,1, Southeast Mo. St.,79,8,8,10,11,3,2,22,43.1,38.9,80,50,69.4
02/28/2018,4510041,0,Tennessee Tech,51,13,13,9,11,2,4,23,30.3,12,88.9,32.6,67.96
02/28/2018,4510041,1,SIUE,60,7,7,8,4,6,5,12,34.5,12.5,66.7,36.199999999999996,66.88
