date,game_id,home_team_fl,team,PTS,ORebs,DRebs,AST,TO,STL,BLK,Fouls,fg_pct,three_pt_pct,ft_pct,efg,pace
02/27/2018,4509084,0,Akron,68,12,12,15,17,9,2,21,44.1,38.5,50,52.5,69.28
02/27/2018,4509084,1, Buffalo,80,8,8,13,16,6,6,16,51.9,40,75,59.599999999999994,70.56
03/02/2018,4511497,0,Kent St.,65,7,7,10,13,5,3,25,40,32,68,48,67
03/02/2018,4511497,1,Akron,67,7,7,13,11,2,0,21,42.9,28.000000000000004,64.3,50,65.32
03/05/2018,4516041,0,Akron,79,5,5,17,16,7,1,15,53.800000000000004,36.4,57.9,65.4,71.36
03/05/2018,4516041,1, Western Mich.,78,3,3,14,10,7,2,18,48.1,31,89.5,56.49999999999999,69.36
03/08/2018,4519114,0,Eastern Mich.,58,13,13,14,15,10,1,21,39.6,36,53.800000000000004,48.1,60.72
03/08/2018,4519114,1,Akron,67,8,8,9,14,12,7,16,45.7,31.6,86.4,52.2,61.68
11/10/2017,4450008,0,Memphis,70,19,19,7,17,7,3,22,38.3,11.799999999999999,61.1,40,73.84
11/10/2017,4450008,1,Alabama,82,13,13,16,16,8,7,30,45.6,40.699999999999996,67.9,55.300000000000004,72.32
11/14/2017,4450010,0,Lipscomb,64,16,16,10,16,5,4,23,32.9,25.900000000000002,57.9,37.9,78.36
11/14/2017,4450010,1,Alabama,86,5,5,17,13,9,10,17,59.599999999999994,33.300000000000004,37.5,64.9,79.08
11/17/2017,4446246,0,Alabama A&M,67,8,8,10,10,7,0,11,43.1,53.300000000000004,37.5,50,70.56
11/17/2017,4446246,1,Alabama,104,13,13,25,15,3,6,20,63.5,59.3,53.300000000000004,76.2,71.6
11/21/2017,4449982,0,UT Arlington,76,8,8,19,18,3,1,23,51.7,47.599999999999994,57.099999999999994,60,73.08
11/21/2017,4449982,1,Alabama,77,6,6,12,14,9,4,13,50.9,32,62.5,58.5,71.56
11/24/2017,4450735,0,BYU,71,8,8,12,9,6,6,19,49.1,38.5,75,53.6,63.04
11/24/2017,4450735,1,Alabama,59,13,13,15,11,3,3,21,37.3,23.5,52.400000000000006,40.699999999999996,66.24
11/25/2017,4453122,0,Minnesota,89,17,17,16,12,7,6,25,45.5,42.1,77.8,51.5,72.88
11/25/2017,4453122,1,Alabama,84,13,13,9,13,4,6,20,46.6,38.9,71.89999999999999,52.6,72.08
11/29/2017,4454249,0,Louisiana Tech,74,12,12,8,14,8,2,29,36.9,17.4,73.3,40,80.2
11/29/2017,4454249,1,Alabama,77,11,11,10,18,8,6,21,44.4,22.2,73,46.300000000000004,77.28
12/03/2017,4456906,0,UCF,65,10,10,15,20,8,3,19,48.1,46.7,53.300000000000004,54.800000000000004,68.6
12/03/2017,4456906,1,Alabama,62,8,8,14,15,8,8,16,43.1,23.1,65.2,46.1,68.12
12/06/2017,4458585,0,Rhode Island,64,11,11,7,12,13,6,29,35.199999999999996,30.4,63.6,40.1,76.84
12/06/2017,4458585,1,Alabama,68,13,13,10,24,4,5,16,44.7,18.2,61.5,46.800000000000004,75.16
12/09/2017,4460425,0,Alabama,82,9,9,15,8,5,2,27,38.7,41.699999999999996,85.7,46.800000000000004,73.32
12/09/2017,4460425,1, Arizona,88,12,12,17,12,2,3,21,51.800000000000004,50,62.9,58.9,71.4
12/19/2017,4464412,0,Mercer,79,9,9,14,16,7,0,21,47.3,35.699999999999996,77.3,56.39999999999999,71.68
12/19/2017,4464412,1,Alabama,80,14,14,12,13,6,8,21,45.2,21.4,78.3,50,71.12
12/22/2017,4465229,0,Texas,66,6,6,10,12,4,9,15,44.4,26.900000000000002,78.60000000000001,50.9,66.16
12/22/2017,4465229,1,Alabama,50,12,12,9,12,8,3,14,34.4,20,55.60000000000001,36.9,64.96
12/30/2017,4467072,0,Texas A&M,57,20,20,9,12,7,2,19,30.4,10,65,31.900000000000002,69.8
12/30/2017,4467072,1,Alabama,79,10,10,14,12,7,9,20,44.800000000000004,29.2,83.3,50.9,70.56
01/02/2018,4467908,0,Alabama,75,4,4,13,10,10,8,17,50,36.4,86.4,53.800000000000004,67.68
01/02/2018,4467908,1, Vanderbilt,76,9,9,12,12,7,5,15,42.6,40,76.9,51.9,68.44
01/06/2018,4469749,0,Alabama,46,6,6,7,12,8,6,18,29.799999999999997,17.4,72.7,33.300000000000004,67.84
01/06/2018,4469749,1, Georgia,65,14,14,15,13,8,5,16,34.5,31,76.2,42.199999999999996,66.24
01/09/2018,4471969,0,South Carolina,62,11,11,8,13,3,2,16,35.8,33.300000000000004,76,40.6,66
01/09/2018,4471969,1,Alabama,76,9,9,18,16,8,7,19,58.8,41.199999999999996,64.3,65.7,64.16
01/13/2018,4474817,0,Alabama,74,12,12,8,19,8,4,20,43.9,27.3,100,49.1,71.92
01/13/2018,4474817,1, LSU,66,5,5,13,14,11,3,18,40.400000000000006,28.000000000000004,77.3,47.099999999999994,70.68
01/17/2018,4476618,0,Auburn,71,12,12,11,14,9,4,21,39.300000000000004,34.599999999999994,63.6,46.7,72.68
01/17/2018,4476618,1,Alabama,76,8,8,12,19,8,8,25,49,43.5,64,58.8,73
01/20/2018,4478611,0,Mississippi St.,62,13,13,5,16,7,1,20,37.5,30.4,81.2,43.8,66.03999999999999
01/20/2018,4478611,1,Alabama,68,15,15,16,11,7,6,17,41.699999999999996,31.2,56.49999999999999,45.800000000000004,66.12
01/23/2018,4479858,0,Alabama,66,16,16,17,11,6,2,21,40.300000000000004,28.599999999999998,71.39999999999999,45.2,63.16
01/23/2018,4479858,1, Ole Miss,78,10,10,13,10,5,4,17,50,38.1,75,57.699999999999996,62.56
01/27/2018,4482216,0,Oklahoma,73,15,15,12,13,4,3,18,40.8,29.599999999999998,77.8,46.5,72.96
01/27/2018,4482216,1,Alabama,80,9,9,15,17,8,12,11,55.60000000000001,42.1,54.50000000000001,63,71.68
01/31/2018,4484482,0,Missouri,69,6,6,13,19,3,2,25,53.2,39.1,66.7,62.8,66.6
01/31/2018,4484482,1,Alabama,60,7,7,6,11,7,3,19,35.4,25,65.60000000000001,40.6,66.08
02/03/2018,4486336,0,Alabama,68,11,11,12,19,6,4,12,55.800000000000004,30.8,50,59.599999999999994,65.28
02/03/2018,4486336,1, Florida,50,9,9,9,12,12,3,13,33.300000000000004,20.8,63.6,37.7,64.84
02/06/2018,4488471,0,Alabama,63,9,9,4,13,4,5,23,36.7,13.600000000000001,80,39.800000000000004,66.2
02/06/2018,4488471,1, Mississippi St.,67,10,10,10,10,4,7,22,46.2,10.5,60.699999999999996,48.1,64.32
02/10/2018,4492354,0,Tennessee,50,13,13,7,13,4,4,16,27.6,23.5,70,31,66.8
02/10/2018,4492354,1,Alabama,78,8,8,15,11,8,7,16,57.099999999999994,35.699999999999996,50,61.6,66.92
02/13/2018,4494394,0,LSU,65,9,9,10,14,11,3,23,39.300000000000004,39.1,70.6,47.3,68.48
02/13/2018,4494394,1,Alabama,80,4,4,17,14,4,4,16,55.1,47.599999999999994,69.6,65.3,69.12
02/17/2018,4498890,0,Alabama,71,9,9,11,13,3,3,22,47.3,25,61.9,52.7,68.24
02/17/2018,4498890,1, Kentucky,81,20,20,10,13,5,4,19,43.8,36.4,75,46.9,69.32
02/21/2018,4502345,0,Alabama,71,6,6,14,17,4,5,21,46.2,34.599999999999994,63.6,54.800000000000004,72.68
02/21/2018,4502345,1, Auburn,90,14,14,19,9,14,6,16,42.6,35.3,76.9,51.5,74.44
02/24/2018,4505632,0,Arkansas,76,13,13,13,16,7,2,20,47.4,50,71.39999999999999,53.5,69.24
02/24/2018,4505632,1,Alabama,73,9,9,14,18,9,9,15,44.9,40.699999999999996,66.7,56.10000000000001,69.88
02/27/2018,4509111,0,Florida,73,6,6,9,6,6,6,20,48.199999999999996,29.2,60,54.50000000000001,64.8
02/27/2018,4509111,1,Alabama,52,20,20,9,15,4,1,19,30,20,59.099999999999994,32.5,64.68
03/03/2018,4513428,0,Alabama,66,14,14,13,13,5,6,22,37.5,20.8,61.3,42,68.64
03/03/2018,4513428,1, Texas A&M,68,16,16,16,12,6,4,23,39,19,60,42.4,68.2
03/08/2018,4518650,0,Texas A&M,71,9,9,11,14,9,3,17,47.5,30.8,68.8,50.8,71.04
03/08/2018,4518650,1,Alabama,70,17,17,6,17,6,9,20,39.300000000000004,30,76.2,44.3,70.24
03/09/2018,4521193,0,Auburn,81,8,8,13,15,3,0,20,50,36.4,70,57.699999999999996,72.2
03/09/2018,4521193,1,Alabama,63,10,10,7,10,7,4,25,32.300000000000004,24.2,68.2,38.7,71.68
03/10/2018,4521215,0,Kentucky,63,13,13,6,11,4,3,22,37.9,33.300000000000004,73.3,44.800000000000004,62.599999999999994
03/10/2018,4521215,1,Alabama,86,1,1,20,10,4,5,18,64.3,66.7,71.39999999999999,78.60000000000001,63.32
03/15/2018,4527392,0,Virginia Tech,86,10,10,19,17,3,3,18,60,44.4,66.7,68,68.88
03/15/2018,4527392,1,Alabama,83,10,10,14,14,7,1,22,55.60000000000001,50,70,63.9,66.8
03/17/2018,4530277,0,Villanova,58,9,9,13,15,7,3,13,41.699999999999996,25,60.9,45.800000000000004,64.12
03/17/2018,4530277,1,Alabama,81,13,13,18,10,6,5,21,39.7,41.5,87.5,53.2,67.04
11/11/2017,4443423,0,Alabama A&M,53,9,9,5,24,4,1,17,33.900000000000006,21.099999999999998,87.5,37.1,80.52
11/11/2017,4443423,1, Ohio,61,7,7,11,15,9,6,13,36.9,23.799999999999997,61.5,40.8,78.72
11/13/2017,4443598,0,Alabama A&M,68,9,9,11,26,7,2,21,41.199999999999996,46.7,79.2,48,78.56
11/13/2017,4443598,1, Samford,87,10,10,21,14,10,4,23,50,30.8,75,56.2,76.8
11/21/2017,4449895,0,Alabama A&M,57,12,12,14,19,2,0,18,37.7,43.8,80,43.4,70.2
11/21/2017,4449895,1, Minnesota,100,13,13,28,9,10,10,10,61.4,31.2,56.2,65,73.04
11/24/2017,4450814,0,Alabama A&M,74,9,9,12,13,4,0,24,41,37.5,66.7,45.9,76.88
11/24/2017,4450814,1, Niagara,96,13,13,12,11,6,5,21,50.8,37,75,59,73.08
11/25/2017,4451528,0,Western Caro.,72,8,8,11,18,5,1,12,52.1,42.1,77.8,60.4,65.92
11/25/2017,4451528,1,Alabama A&M,82,11,11,20,13,9,0,17,51.7,60.9,66.7,63.3,65.96000000000001
11/29/2017,4454535,0,Georgia St.,63,9,9,10,12,10,9,23,38.6,29.2,70.6,44.7,67.48
11/29/2017,4454535,1,Alabama A&M,53,10,10,10,16,4,1,13,33.300000000000004,33.300000000000004,50,39.800000000000004,68.8
12/02/2017,4456255,0,Alabama A&M,47,5,5,9,26,1,0,20,35.9,25,66.7,39.7,70.56
12/02/2017,4456255,1, Austin Peay,67,14,14,13,13,9,4,23,41.9,29.4,50,46,69.8
12/11/2017,4461224,0,Alabama A&M,59,13,13,11,15,2,2,12,35.6,40,75,42.4,66.28
12/11/2017,4461224,1, DePaul,83,7,7,24,10,4,6,17,53.400000000000006,42.3,76.9,62.9,66.72
12/13/2017,4467863,0,Southern Miss.,69,10,10,12,4,6,3,16,46.6,33.300000000000004,81.8,51.7,56.84
12/13/2017,4467863,1,Alabama A&M,54,14,14,12,11,2,1,14,34.599999999999994,25,66.7,40.400000000000006,56.92
12/16/2017,4462954,0,Alabama A&M,58,5,5,13,15,7,0,14,41.5,27.6,60,49.1,67.4
12/16/2017,4462954,1, UAB,90,11,11,20,15,4,1,16,56.699999999999996,66.7,72.7,68.30000000000001,68.84
12/21/2017,4465025,0,Alabama A&M,47,7,7,8,25,4,1,18,34.699999999999996,23.5,60,38.800000000000004,73.6
12/21/2017,4465025,1, Michigan,97,5,5,23,12,10,5,16,60,46.9,55.60000000000001,72.5,74.92
12/23/2017,4465275,0,Alabama A&M,49,14,14,12,18,0,0,16,33.900000000000006,23.799999999999997,57.099999999999994,38.1,66.08
12/23/2017,4465275,1, Georgetown,89,12,12,20,11,9,3,14,56.699999999999996,26.1,83.3,61.7,66.92
01/01/2018,4467601,0,Alabama A&M,71,10,10,13,25,5,5,20,46.9,41.199999999999996,69.19999999999999,54.1,75.44
01/01/2018,4467601,1, Grambling,64,15,15,5,16,13,4,22,33.800000000000004,0,81.8,33.800000000000004,78.68
01/03/2018,4468633,0,Alabama A&M,56,9,9,13,8,3,1,12,40.400000000000006,26.700000000000003,83.3,44.2,56.28
01/03/2018,4468633,1, Jackson St.,59,7,7,12,8,5,5,13,43.1,31.6,75,49,57.28
01/06/2018,4470858,0,Ark.-Pine Bluff,69,12,12,9,12,13,5,19,45.1,35.699999999999996,69.19999999999999,50,62.44
01/06/2018,4470858,1,Alabama A&M,62,5,5,13,21,6,1,22,43.8,33.300000000000004,65,51,72.8
01/08/2018,4471701,0,Mississippi Val.,55,15,15,6,8,8,1,17,34.300000000000004,18.8,60,36.6,64.4
01/08/2018,4471701,1,Alabama A&M,65,12,12,13,16,4,1,14,45.7,31.8,88.9,53.300000000000004,57.92
01/13/2018,4476592,0,Alabama A&M,67,18,18,6,9,4,3,20,36.199999999999996,27.3,67.9,41.4,61.31999999999999
01/13/2018,4476592,1, Alabama St.,70,21,21,10,6,4,4,19,39.300000000000004,47.8,53.6,49.1,53.31999999999999
01/20/2018,4478404,0,Alabama A&M,52,5,5,20,14,5,1,18,38.9,26.900000000000002,33.300000000000004,45.4,66.96000000000001
01/20/2018,4478404,1, Alcorn,68,11,11,16,17,7,4,12,44.6,35.3,70.6,50,69.48
01/22/2018,4482487,0,Alabama A&M,61,12,12,9,14,5,0,19,41.8,35.3,52.900000000000006,47.3,64.48
01/22/2018,4482487,1, Southern U.,62,3,3,12,11,5,4,15,55.800000000000004,33.300000000000004,54.50000000000001,58.099999999999994,60.68
01/27/2018,4482610,0,Texas Southern,58,3,3,9,13,10,3,16,42,30.8,63.2,46,68.36
01/27/2018,4482610,1,Alabama A&M,56,13,13,6,19,5,5,25,39.6,33.300000000000004,40.9,44.3,68.68
01/29/2018,4483503,0,Prairie View,88,11,11,14,10,8,5,26,51.6,46.2,81.8,56.49999999999999,70.68
01/29/2018,4483503,1,Alabama A&M,67,15,15,11,19,1,5,17,35.199999999999996,27.3,71.89999999999999,40.699999999999996,72.08
02/03/2018,4486824,0,Alabama A&M,62,14,14,8,14,3,1,10,37.5,18.2,76.2,41.099999999999994,65.24
02/03/2018,4486824,1, Ark.-Pine Bluff,80,12,12,21,12,8,3,18,53.400000000000006,42.1,71.39999999999999,60.3,64.16
02/05/2018,4487916,0,Alabama A&M,67,19,19,12,14,1,1,18,39.7,20.7,77.8,44.1,66.96
02/05/2018,4487916,1, Mississippi Val.,77,8,8,15,4,6,5,14,41.699999999999996,41.699999999999996,77.3,50,65.68
02/10/2018,4491978,0,Alabama St.,69,8,8,7,14,11,6,18,50,36.4,58.599999999999994,54.2,66.75999999999999
02/10/2018,4491978,1,Alabama A&M,50,19,19,8,21,2,1,18,38.3,6.2,23.1,39.2,67.72
02/17/2018,4498302,0,Alcorn,80,9,9,12,12,4,5,16,53.6,35.3,77.8,58.9,66.92
02/17/2018,4498302,1,Alabama A&M,60,7,7,10,9,4,2,14,35.099999999999994,21.7,75,39.5,67.8
02/19/2018,4500873,0,Southern U.,60,15,15,12,15,2,13,16,39.7,35.699999999999996,81.8,44,62.84
02/19/2018,4500873,1,Alabama A&M,50,12,12,8,10,6,1,14,30.5,27.3,66.7,35.6,62.28
02/24/2018,4506022,0,Alabama A&M,71,9,9,16,12,4,2,12,50,44.4,83.3,56.89999999999999,63.64
02/24/2018,4506022,1, Texas Southern,106,10,10,23,5,6,5,10,61.9,64,85.7,74.6,64.16
02/26/2018,4508359,0,Alabama A&M,58,14,14,8,19,4,1,14,40,26.700000000000003,50,43.6,68.8
02/26/2018,4508359,1, Prairie View,71,11,11,20,10,12,4,16,47.5,15.8,66.7,50,65.92
03/01/2018,4510550,0,Grambling,84,14,14,12,14,8,9,15,45.5,64.3,68.2,52.300000000000004,75.68
03/01/2018,4510550,1,Alabama A&M,74,10,10,14,15,5,7,17,46,30.4,69.19999999999999,51.6,73.72
03/03/2018,4513361,0,Jackson St.,59,23,23,6,12,8,4,18,34.2,10,70,35.6,66.4
03/03/2018,4513361,1,Alabama A&M,66,9,9,14,19,7,2,12,51.1,41.699999999999996,65.2,56.699999999999996,65.12
11/10/2017,4440860,0,Alabama St.,68,15,15,8,17,6,1,26,37.3,26.900000000000002,50,42.5,78.68
11/10/2017,4440860,1, Mississippi St.,96,13,13,16,14,7,4,19,48.4,35,77.10000000000001,53.900000000000006,80.4
11/12/2017,4442609,0,Alabama St.,58,15,15,10,17,5,6,22,37.5,28.599999999999998,54.50000000000001,40.6,70.84
11/12/2017,4442609,1, Iowa,92,22,22,25,9,9,6,14,47.099999999999994,37.9,51.5,55.1,69.52
11/14/2017,4444406,0,Alabama St.,63,6,6,10,10,8,3,19,35,44,71.39999999999999,44.2,70.16
11/14/2017,4444406,1, South Dakota St.,94,8,8,23,13,4,1,16,53.6,58.599999999999994,85,68.8,69.8
11/17/2017,4446349,0,Alabama St.,56,6,6,10,17,5,3,20,34.5,36.8,69.19999999999999,40.5,74.72
11/17/2017,4446349,1, Oregon,114,12,12,29,15,12,6,21,62.5,62.5,76,74.2,78
11/20/2017,4449003,0,Alabama St.,50,7,7,3,15,10,1,22,33.300000000000004,33.300000000000004,76.2,37.8,62.24
11/20/2017,4449003,1, Chattanooga,67,6,6,11,18,3,2,18,52.5,52.6,75,65,60.8
11/21/2017,4461867,0,Savannah St.,101,16,16,17,16,14,2,17,42.5,41.699999999999996,70.6,52.7,87.96000000000001
11/21/2017,4461867,1,Alabama St.,97,16,16,20,21,3,4,24,48.6,45.5,66.7,59,84.92
11/27/2017,4453035,0,Alabama St.,51,13,13,8,20,1,3,20,38.6,41.699999999999996,100,43,64.88
11/27/2017,4453035,1, Cincinnati,83,13,13,19,7,7,9,11,49.2,27.3,73.1,54.2,64.44
11/30/2017,4455073,0,Alabama St.,69,15,15,8,12,10,3,17,35.5,29.4,90.9,39.5,68.68
11/30/2017,4455073,1, Jacksonville St.,77,12,12,16,17,7,11,18,53.6,23.5,68.4,57.099999999999994,69.36
12/12/2017,4461869,0,Tennessee St.,64,5,5,5,15,12,2,23,36.8,26.3,79.5,43.4,65.16
12/12/2017,4461869,1,Alabama St.,45,12,12,8,17,4,3,26,21.3,33.300000000000004,66.7,28.7,63.88
12/16/2017,4462480,0,Winthrop,88,15,15,14,16,10,3,24,50,43.5,57.099999999999994,58.099999999999994,75.32
12/16/2017,4462480,1,Alabama St.,80,8,8,13,12,6,5,21,48.3,39.1,56.49999999999999,55.800000000000004,74.12
12/21/2017,4465047,0,Louisiana Tech,62,12,12,15,18,3,3,16,45,30,100,50,66.88
12/21/2017,4465047,1,Alabama St.,74,7,7,21,13,10,5,13,50,50,73.7,57.699999999999996,66.36
12/22/2017,4465227,0,Liberty,70,6,6,15,6,6,0,21,35.199999999999996,23.1,78.8,40.699999999999996,68.52
12/22/2017,4465227,1,Alabama St.,87,8,8,16,12,2,1,23,52.800000000000004,39.1,73.3,61.3,70.2
01/01/2018,4467610,0,Alabama St.,73,11,11,10,15,2,2,20,47.3,20,72,50,70
01/01/2018,4467610,1, Jackson St.,82,10,10,14,11,6,4,20,46.400000000000006,50,65.5,56.2,69.76
01/03/2018,4468664,0,Alabama St.,74,19,19,9,14,7,5,26,34.300000000000004,25,70,39.6,75.2
01/03/2018,4468664,1, Grambling,66,14,14,8,19,7,9,28,39.6,20,60,42.5,73.4
01/06/2018,4470661,0,Mississippi Val.,46,16,16,0,6,4,0,25,22.2,21.4,55.00000000000001,24.3,70.8
01/06/2018,4470661,1,Alabama St.,63,9,9,7,14,3,9,16,40.400000000000006,17.9,64,45.2,68
01/08/2018,4476073,0,Ark.-Pine Bluff,94,10,10,25,17,10,2,20,57.9,59.099999999999994,65.2,69.3,74.12
01/08/2018,4476073,1,Alabama St.,68,23,23,6,19,10,3,16,37.3,26.1,48,41.8,74
01/20/2018,4478422,0,Alabama St.,61,13,13,3,15,5,5,21,34.5,30.8,81.2,41.4,67.04
01/20/2018,4478422,1, Southern U.,63,19,19,9,11,6,7,15,35.9,23.5,50,39.1,67.44
01/22/2018,4479541,0,Alabama St.,64,10,10,9,19,4,3,19,37.3,35.699999999999996,72.7,47.099999999999994,69.68
01/22/2018,4479541,1, Alcorn,81,15,15,11,17,5,0,24,49.1,34.8,73.1,56.39999999999999,68.44
01/27/2018,4482604,0,Prairie View,86,13,13,14,12,5,3,21,57.4,52.6,66.7,68.10000000000001,60.519999999999996
01/27/2018,4482604,1,Alabama St.,80,12,12,8,10,8,2,28,50,35.699999999999996,81,54.300000000000004,65.24
01/29/2018,4483516,0,Texas Southern,97,16,16,10,10,4,2,15,48.199999999999996,46.7,75,54.50000000000001,71.12
01/29/2018,4483516,1,Alabama St.,82,17,17,12,9,7,5,30,45.1,31.6,63.2,49.3,71.36
02/03/2018,4486468,0,Alabama St.,89,14,14,13,12,3,6,20,50,42.3,46.7,58.599999999999994,75.2
02/03/2018,4486468,1, Mississippi Val.,85,17,17,16,12,4,1,23,47.099999999999994,30,54.2,51.4,75.56
02/05/2018,4487954,0,Alabama St.,65,18,18,8,18,5,5,19,42.6,17.599999999999998,69.6,45.4,64.12
02/05/2018,4487954,1, Ark.-Pine Bluff,59,7,7,9,10,10,9,19,39.2,20,64,42.199999999999996,65
02/17/2018,4498233,0,Southern U.,71,17,17,5,8,3,4,20,39.6,60,67.60000000000001,45.300000000000004,58.96000000000001
02/17/2018,4498233,1,Alabama St.,67,8,8,10,11,4,7,26,42.3,35.699999999999996,78.3,47.099999999999994,65.12
02/19/2018,4500879,0,Alcorn,62,9,9,8,19,6,2,18,41.099999999999994,18.8,81.2,43.8,73.03999999999999
02/19/2018,4500879,1,Alabama St.,82,9,9,11,14,9,4,17,57.599999999999994,21.4,57.9,60.199999999999996,72.36
02/24/2018,4505618,0,Alabama St.,74,14,14,13,13,4,3,20,43.5,23.799999999999997,60,47.599999999999994,72
02/24/2018,4505618,1, Prairie View,80,7,7,15,6,8,3,21,42.199999999999996,28.599999999999998,80,46.9,74
02/26/2018,4508308,0,Alabama St.,77,17,17,16,10,4,5,21,41.699999999999996,42.1,60,47.199999999999996,71.6
02/26/2018,4508308,1, Texas Southern,95,14,14,16,8,6,6,14,49.2,41.9,75,59.199999999999996,69.56
03/01/2018,4510558,0,Jackson St.,60,14,14,15,13,10,0,21,31.4,31.2,75,38.6,72.52
03/01/2018,4510558,1,Alabama St.,62,6,6,10,19,3,10,11,42.6,37.5,64,48.9,71
03/03/2018,4513125,0,Grambling,66,11,11,2,14,6,5,12,45.1,10,76,46.1,65
03/03/2018,4513125,1,Alabama St.,64,18,18,7,11,6,6,19,35.4,34.8,58.8,41.5,65.48
03/06/2018,4517155,0,Alabama St.,76,16,16,16,12,3,5,28,40.5,36,31.8,46.6,79.68
03/06/2018,4517155,1, Texas Southern,90,9,9,15,13,4,6,19,48.1,50,71.7,54.800000000000004,76.24
11/10/2017,4443282,0,Iona,67,7,7,14,7,6,3,21,44.1,18.2,78.60000000000001,47.5,65.16
11/10/2017,4443282,1,Albany (NY),69,19,19,6,13,1,0,16,38.7,26.700000000000003,89.5,41.9,64.36
11/13/2017,4443547,0,Albany (NY),88,10,10,11,11,2,1,15,57.099999999999994,60,72.39999999999999,59.8,69.76
11/13/2017,4443547,1, Boston U.,74,8,8,13,7,7,4,21,44.6,29.599999999999998,72.7,50.8,68.84
11/17/2017,4446464,0,Yale,72,13,13,10,13,6,5,17,41.8,25,69.19999999999999,47,72.72
11/17/2017,4446464,1,Albany (NY),80,11,11,16,15,4,3,15,54.2,21.4,68.4,56.8,71.36
11/20/2017,4448993,0,SUNY Oneonta,77,9,9,13,14,3,3,28,40.400000000000006,40,75,49.1,74.32
11/20/2017,4448993,1,Albany (NY),102,17,17,17,7,4,0,24,51.4,33.300000000000004,75,56.2,74.32
11/22/2017,4450638,0,Albany (NY),91,14,14,13,12,8,0,13,53.1,47.099999999999994,93.8,59.4,69.04
11/22/2017,4450638,1, Dartmouth,73,8,8,11,20,5,7,19,55.1,47.099999999999994,91.7,63.3,66.28
11/25/2017,4451181,0,Albany (NY),78,10,10,18,7,5,1,15,53.400000000000006,47.599999999999994,60,62.1,59.4
11/25/2017,4451181,1, Holy Cross,62,4,4,11,9,3,4,14,50,27.800000000000004,64.3,55.2,59.16
11/27/2017,4453062,0,Albany (NY),73,11,11,5,15,2,3,23,48.1,27.3,64.3,50.9,70.32
11/27/2017,4453062,1, Monmouth,81,5,5,12,8,7,4,24,50,44.4,70.8,57.099999999999994,69.56
11/29/2017,4454134,0,Colgate,69,6,6,9,9,7,1,20,45.5,36.4,68.8,52.7,65.03999999999999
11/29/2017,4454134,1,Albany (NY),75,15,15,14,11,7,1,15,42.4,33.300000000000004,82.6,47.5,65.12
12/02/2017,4456409,0,Columbia,82,11,11,19,16,3,3,25,50,42.9,61.1,57.3,74.92
12/02/2017,4456409,1,Albany (NY),86,12,12,13,9,11,1,15,45.2,46.2,82.8,50,71.76
12/06/2017,4458394,0,Bryant,68,11,11,21,9,10,4,16,39.300000000000004,42.3,56.2,48.4,66.04
12/06/2017,4458394,1,Albany (NY),84,13,13,21,14,2,2,14,54.1,52.900000000000006,69.19999999999999,61.5,67.72
12/09/2017,4460319,0,Albany (NY),74,9,9,11,12,8,1,15,47.3,33.300000000000004,68,51.800000000000004,69
12/09/2017,4460319,1, Siena,69,5,5,10,16,5,3,22,48,45,70.6,56.99999999999999,68.48
12/12/2017,4461563,0,Albany (NY),58,14,14,8,14,4,2,18,34.4,23.5,80,37.7,67.6
12/12/2017,4461563,1, Memphis,67,6,6,10,12,7,11,16,46.9,23.5,70.8,51,65.56
12/16/2017,4462806,0,Canisius,65,8,8,19,10,8,1,20,45.9,27.3,42.9,50.8,66.08
12/16/2017,4462806,1,Albany (NY),68,8,8,11,12,2,3,11,49.1,20,70,50.9,65.8
12/20/2017,4464710,0,Albany (NY),68,21,21,9,10,2,2,19,36.5,30,66.7,40.5,68.28
12/20/2017,4464710,1, Louisville,70,7,7,11,7,4,10,19,42.1,42.9,61.9,50,66.24
12/28/2017,4465701,0,Kent St.,68,19,19,13,11,4,2,25,41.199999999999996,15,69.19999999999999,43.4,65.72
12/28/2017,4465701,1,Albany (NY),78,9,9,20,11,4,4,18,50,38.9,78.10000000000001,57.599999999999994,62.08
01/03/2018,4468532,0,Hartford,72,7,7,15,14,8,9,18,50,50,100,59,62.72
01/03/2018,4468532,1,Albany (NY),64,11,11,14,12,7,3,16,42.6,42.1,71.39999999999999,50,61.16
01/06/2018,4470875,0,Albany (NY),61,7,7,10,10,4,2,16,40.8,28.599999999999998,63,44.9,63.88
01/06/2018,4470875,1, New Hampshire,64,12,12,13,10,4,0,22,40.300000000000004,41.699999999999996,66.7,48.4,62.64
01/10/2018,4472592,0,Stony Brook,65,8,8,17,9,5,5,18,41.699999999999996,50,62.5,50,64.52000000000001
01/10/2018,4472592,1,Albany (NY),78,8,8,20,11,2,8,11,52.7,66.7,82.39999999999999,58.199999999999996,65.48
01/13/2018,4473781,0,Albany (NY),84,14,14,13,9,3,6,23,36.199999999999996,41.199999999999996,79.5,42.199999999999996,72.36
01/13/2018,4473781,1, Maine,66,10,10,14,12,4,4,32,37.5,27.3,66.7,42.9,69.88
01/15/2018,4475572,0,Albany (NY),66,10,10,9,12,4,2,22,40.699999999999996,31.2,81.2,44.9,68.04
01/15/2018,4475572,1, Binghamton,79,9,9,12,10,4,4,15,46.2,37.5,78.10000000000001,51.9,67.08
01/18/2018,4476925,0,UMass Lowell,62,8,8,19,18,6,3,19,46.300000000000004,33.300000000000004,62.5,52.800000000000004,67.52000000000001
